source_genesymbol	target_genesymbol	references	sources
YBX1	E2F1	22205655	TRRUST_from_CollecTRI
PPARG	MMP9	20021931;22207709;22472882;9665460	TRRUST_from_CollecTRI
ZNF24	CTNNB1	22213192;24224020	TRRUST_from_CollecTRI
ZNF24	CCND1	22213192	TRRUST_from_CollecTRI
ESR1	PMAIP1	18414489;22216287	TRRUST_from_CollecTRI
ZEB2	ITGA5	22227038;24130169	TRRUST_from_CollecTRI
HSF1	POLK	22227292	TRRUST_from_CollecTRI
SP1	MMP11	22227581	TRRUST_from_CollecTRI
ATF4	FGF21	22233381	TRRUST_from_CollecTRI
MITF	OCA2	22234890	TRRUST_from_CollecTRI
GATA1	ZNF268	22235304	TRRUST_from_CollecTRI
PPARG	ATP2A2	18071073;22240811	TRRUST_from_CollecTRI
NFE2L2	SOD1	22245129;22493435;24417315	TRRUST_from_CollecTRI
HMGA1	CDC25A	19633359;22249617	TRRUST_from_CollecTRI
RELA	TWIST1	22253230	TRRUST_from_CollecTRI
USF1	TBX21	22258560	TRRUST_from_CollecTRI
SOX2	NTRK3	22265740	TRRUST_from_CollecTRI
DDIT3	NOS3	22265908	TRRUST_from_CollecTRI
FOXA2	MMP7	22268124	TRRUST_from_CollecTRI
STAT3	PIM1	10068671;17717068;18426800;22273698	TRRUST_from_CollecTRI
DNMT1	RUNX3	22274925	TRRUST_from_CollecTRI
HMGA1	CDH1	22276142	TRRUST_from_CollecTRI
HMGA1	TWIST1	22276142	TRRUST_from_CollecTRI
STAT2	IFNA1	15827155;22280068	TRRUST_from_CollecTRI
HNF4A	APOA1	22282358;7615825;7838720;7961760;8464705;8626539;9003181;9357782	TRRUST_from_CollecTRI
AR	PTPN1	22282656	TRRUST_from_CollecTRI
SIX1	CDH1	22286765	TRRUST_from_CollecTRI
TGIF1	SOX3	22293114	TRRUST_from_CollecTRI
ISL1	FGF10	22303449;23093675	TRRUST_from_CollecTRI
E2F1	TLR3	22310660	TRRUST_from_CollecTRI
FLI1	PHLDA1	22323082	TRRUST_from_CollecTRI
CDX2	MEP1A	22326557	TRRUST_from_CollecTRI
NR3C1	BRCA1	22328717	TRRUST_from_CollecTRI
STAT3	IKBKE	22330135	TRRUST_from_CollecTRI
KLF4	RARA	19531492	TRRUST_from_CollecTRI
JUN	SYK	22354960	TRRUST_from_CollecTRI
HNF4A	MTTP	22357705	TRRUST_from_CollecTRI
ATF4	SIRT1	21801305;22363646;24100623	TRRUST_from_CollecTRI
TP63	ZNF750	22364861;22922031	TRRUST_from_CollecTRI
NANOG	FGF4	22378194	TRRUST_from_CollecTRI
E2F1	HMGA1	22389255	TRRUST_from_CollecTRI
ZHX2	CCNA2	22406477	TRRUST_from_CollecTRI
ZHX2	CCNE1	22406477	TRRUST_from_CollecTRI
SP1	STK11	22412893;23995788	TRRUST_from_CollecTRI
RFX2	FGF1	22415835;23647222	TRRUST_from_CollecTRI
RFX3	FGF1	22415835;23647222	TRRUST_from_CollecTRI
TBX21	IL10	20154735;21507199;22427644	TRRUST_from_CollecTRI
EGR1	BCAR1	22431919	TRRUST_from_CollecTRI
EGR1	RBL2	22431919	TRRUST_from_CollecTRI
ELK1	ZFP36	22433566	TRRUST_from_CollecTRI
GATA3	CHST4	22446378	TRRUST_from_CollecTRI
SP1	CHST4	22446378	TRRUST_from_CollecTRI
TBX21	CHST4	22446378	TRRUST_from_CollecTRI
SP1	TBX21	17075044	TRRUST_from_CollecTRI
KLF4	IL1B	22449968	TRRUST_from_CollecTRI
MSX1	DKK1	22455953;25545010	TRRUST_from_CollecTRI
YY1	IL1B	22467534	TRRUST_from_CollecTRI
STAT1	GLS	22479354;24086752	TRRUST_from_CollecTRI
POU5F1	CDKN1A	19968627;22480685	TRRUST_from_CollecTRI
RELA	MCL1	18223231;18761050;19303700;22496479;24529193	TRRUST_from_CollecTRI
EZH2	PEBP1	22505648;24395801	TRRUST_from_CollecTRI
E2F1	CCNB1	11133765;11577016;22508987	TRRUST_from_CollecTRI
EGR2	SCD5	22510410	TRRUST_from_CollecTRI
PPARG	FGF1	22522926	TRRUST_from_CollecTRI
SRY	WDR5	22523547	TRRUST_from_CollecTRI
NPM1	ATF5	22528486	TRRUST_from_CollecTRI
VDR	IL2	22529297;7565732;9551973;9553089	TRRUST_from_CollecTRI
NFYA	HSPA5	22530004	TRRUST_from_CollecTRI
REST	LIN28A	22532168	TRRUST_from_CollecTRI
LHX2	POU1F1	22535646	TRRUST_from_CollecTRI
GLI3	VMP1	22535956	TRRUST_from_CollecTRI
E2F1	MUC4	22537161	TRRUST_from_CollecTRI
PGR	EGFR	16449295;17074804;22542550;8347631	TRRUST_from_CollecTRI
SOX2	ASXL1	22542624	TRRUST_from_CollecTRI
MYC	SRSF1	12747840;18414489;22545246;23935626	TRRUST_from_CollecTRI
SOX11	SPAST	22574173	TRRUST_from_CollecTRI
CREB1	FOXA1	22577344	TRRUST_from_CollecTRI
TFAP2A	FOXA1	22577344;24835590	TRRUST_from_CollecTRI
CDX2	GSTP1	22580340	TRRUST_from_CollecTRI
RUNX1	RELA	19686049;22581859	TRRUST_from_CollecTRI
STAT3	AKAP12	22584896	TRRUST_from_CollecTRI
HSF4	RAD51	22587838	TRRUST_from_CollecTRI
STAT1	PML	15519999;21115099;22589541	TRRUST_from_CollecTRI
AHR	CCNG2	22596188	TRRUST_from_CollecTRI
FOXA1	CCNG2	22596188	TRRUST_from_CollecTRI
SRY	ETV2	22613723	TRRUST_from_CollecTRI
CTCF	RARRES1	22615834	TRRUST_from_CollecTRI
USF1	GATA5	22625849	TRRUST_from_CollecTRI
TFDP1	NRIP1	22629304	TRRUST_from_CollecTRI
E2F1	NRIP1	22629304	TRRUST_from_CollecTRI
APEX1	CYP11B2	22652909	TRRUST_from_CollecTRI
CDX2	CFTR	19782160;22671145	TRRUST_from_CollecTRI
SMAD4	SKIL	22674574	TRRUST_from_CollecTRI
KLF4	VDR	22677193	TRRUST_from_CollecTRI
SP1	CENPH	22682030	TRRUST_from_CollecTRI
SP3	CENPH	22682030	TRRUST_from_CollecTRI
STAT3	STAT1	22693070	TRRUST_from_CollecTRI
STAT1	STAT3	17558387;19122651;22693070	TRRUST_from_CollecTRI
SP1	HBZ	22696638;2403638	TRRUST_from_CollecTRI
MTA1	PTEN	22700976	TRRUST_from_CollecTRI
MYCN	BIRC5	22703967	TRRUST_from_CollecTRI
HMGA1	SLC2A3	22706202	TRRUST_from_CollecTRI
KLF6	PMAIP1	22718761	TRRUST_from_CollecTRI
HEY1	PROX1	22719258	TRRUST_from_CollecTRI
FLI1	EYA3	22723308	TRRUST_from_CollecTRI
BCL6	CDKN2B	22723377	TRRUST_from_CollecTRI
EHF	DCDC2	22733135	TRRUST_from_CollecTRI
RB1	DNMT3A	22733537	TRRUST_from_CollecTRI
STAT4	S100A4	22740693	TRRUST_from_CollecTRI
STAT3	USP7	22750444	TRRUST_from_CollecTRI
FOXM1	KRT15	22761689	TRRUST_from_CollecTRI
DNMT1	RASSF1	22762887;23038753;24247422	TRRUST_from_CollecTRI
AR	ATAD2	22771493	TRRUST_from_CollecTRI
E2F1	ATAD2	22771493	TRRUST_from_CollecTRI
NFATC2	MDM2	22787160	TRRUST_from_CollecTRI
LMO2	ANGPT2	22792348	TRRUST_from_CollecTRI
LYL1	ANGPT2	22792348	TRRUST_from_CollecTRI
GATA2	ANGPT2	22792348	TRRUST_from_CollecTRI
TAL1	ANGPT2	22792348	TRRUST_from_CollecTRI
E2F1	RBM38	22798430	TRRUST_from_CollecTRI
E2F1	FOXM1	21518729;22802261	TRRUST_from_CollecTRI
HNF4A	SLC22A6	17344191;22808265	TRRUST_from_CollecTRI
EZH2	HOXB13	22808286	TRRUST_from_CollecTRI
SNAI2	CDH2	21796367;22833386;23160379	TRRUST_from_CollecTRI
VDR	CYP1A1	22837390	TRRUST_from_CollecTRI
MTA1	SMAD7	22841502	TRRUST_from_CollecTRI
MZF1	MMP2	22846578	TRRUST_from_CollecTRI
ATF4	F7	22848420	TRRUST_from_CollecTRI
VDR	HLA-DRB1	19956544;22848563;23579488	TRRUST_from_CollecTRI
TP53	PPARGC1A	19139068;22861165	TRRUST_from_CollecTRI
GATA1	IL1RL1	22865859	TRRUST_from_CollecTRI
GATA2	IL1RL1	22865859	TRRUST_from_CollecTRI
FOXO1	LHB	22865884;24065703	TRRUST_from_CollecTRI
NRF1	IDE	22870279	TRRUST_from_CollecTRI
GATA1	CDC6	22871742	TRRUST_from_CollecTRI
TFAP2C	RET	22878616	TRRUST_from_CollecTRI
E2F1	CD2AP	22880102	TRRUST_from_CollecTRI
HLX	BTG1	22897850	TRRUST_from_CollecTRI
TAL1	MYB	22897851	TRRUST_from_CollecTRI
PURA	ERBB2	22899247	TRRUST_from_CollecTRI
SP1	NT5E	10428853;22899823	TRRUST_from_CollecTRI
GATA1	DACH1	22902925	TRRUST_from_CollecTRI
ERG	TDRD1	22904677;23319146;23555854	TRRUST_from_CollecTRI
ETS1	ATXN2	22914732	TRRUST_from_CollecTRI
YY1	PARP1	22937159;9367892	TRRUST_from_CollecTRI
MYC	PROM1	22945648	TRRUST_from_CollecTRI
SP1	PROM1	22945648	TRRUST_from_CollecTRI
NANOG	GDF3	22963770	TRRUST_from_CollecTRI
TFAP2C	GPX1	22964634	TRRUST_from_CollecTRI
TAL1	EPOR	22982397	TRRUST_from_CollecTRI
PROX1	TWIST1	22982861;23291986	TRRUST_from_CollecTRI
KLF2	CCR5	22988032	TRRUST_from_CollecTRI
SP3	TFF2	23000412	TRRUST_from_CollecTRI
LYL1	STMN1	23000483	TRRUST_from_CollecTRI
FOXO1	KLF2	18713968;19136962;23002242	TRRUST_from_CollecTRI
E2F1	DOK1	23028047	TRRUST_from_CollecTRI
TWIST1	DKK1	18453541;23028063	TRRUST_from_CollecTRI
HOXA9	SHOX	23028966	TRRUST_from_CollecTRI
MAML1	EGR1	23029358	TRRUST_from_CollecTRI
STAT3	PGF	23042533	TRRUST_from_CollecTRI
STAT3	GREB1	23056300	TRRUST_from_CollecTRI
SPI1	FLI1	10523830;23056458;9858537	TRRUST_from_CollecTRI
PAX6	PCSK1	19034419;23056534;24047795	TRRUST_from_CollecTRI
POU3F2	CDH13	23069940	TRRUST_from_CollecTRI
MBD2	CHD4	23071088	TRRUST_from_CollecTRI
KDM2A	EREG	23074094	TRRUST_from_CollecTRI
STAT3	FGF2	16527988;16540670;21418908;23086340	TRRUST_from_CollecTRI
MTA2	FSHR	23086931	TRRUST_from_CollecTRI
MYC	SART3	21447833;23088399	TRRUST_from_CollecTRI
ATF4	HRK	23090478	TRRUST_from_CollecTRI
AR	PEBP1	23095933;8165128	TRRUST_from_CollecTRI
EGR1	SLC4A2	22228178;23121767	TRRUST_from_CollecTRI
SP1	SLC4A2	23121767	TRRUST_from_CollecTRI
CDX2	REG4	23133598	TRRUST_from_CollecTRI
NR2F2	POU5F1	23136034;7823919;8152920;8289793	TRRUST_from_CollecTRI
RELA	IL2RA	11781710;23144749;7636248;8430069;9135552	TRRUST_from_CollecTRI
FOS	VEGFD	19136250;23157741	TRRUST_from_CollecTRI
JUN	VEGFD	19136250;23157741	TRRUST_from_CollecTRI
SP1	SCTR	14645499;23168245	TRRUST_from_CollecTRI
STAT3	POU2F1	23172665	TRRUST_from_CollecTRI
KLF10	PTGS1	23178857	TRRUST_from_CollecTRI
PITX1	TBX4	16989801;20598276;23201014	TRRUST_from_CollecTRI
EGR2	IL6	23203924;24007274	TRRUST_from_CollecTRI
ATF4	FGF19	23205607	TRRUST_from_CollecTRI
SP1	IL3	23226269;8454603	TRRUST_from_CollecTRI
PITX2	LHX6	23229549	TRRUST_from_CollecTRI
NFAT5	CCL2	22619484;23233732	TRRUST_from_CollecTRI
MYC	GATA4	23239811	TRRUST_from_CollecTRI
FOXM1	CDC25A	23240008	TRRUST_from_CollecTRI
HBP1	DNMT1	23249948	TRRUST_from_CollecTRI
PITX2	WNT5A	23250740	TRRUST_from_CollecTRI
SMAD2	NKX2-1	23259454	TRRUST_from_CollecTRI
PPARG	KLF4	15687259;19551868;20385121;23275339	TRRUST_from_CollecTRI
SPI1	ITGAX	19502584;23284905;7678251;9250811;9295016	TRRUST_from_CollecTRI
ESR1	ZEB1	22391641	TRRUST_from_CollecTRI
SALL4	PTEN	19440552;22934838;23287862	TRRUST_from_CollecTRI
SP1	LMO4	23291272	TRRUST_from_CollecTRI
KCNIP3	GCM1	23300953	TRRUST_from_CollecTRI
AR	CCN3	23318417	TRRUST_from_CollecTRI
FOXP3	BRCA1	23319807	TRRUST_from_CollecTRI
NKX2-1	LMO3	23322301	TRRUST_from_CollecTRI
RELA	SOCS3	23335796;23386688	TRRUST_from_CollecTRI
NFE2L2	BRCA1	23353771	TRRUST_from_CollecTRI
PITX2	ABCB1	23354914	TRRUST_from_CollecTRI
ZNF224	VDR	23362234	TRRUST_from_CollecTRI
MYCN	CLU	23362253	TRRUST_from_CollecTRI
PPARG	EGFR	15486348;18288266;18332871;23370527	TRRUST_from_CollecTRI
KLF4	SOD1	23370975	TRRUST_from_CollecTRI
IRF7	NR1H4	23372731	TRRUST_from_CollecTRI
RELA	EGFR	17881446;23379415	TRRUST_from_CollecTRI
HSF1	ATG7	23386620	TRRUST_from_CollecTRI
HSF1	SESN3	23388456	TRRUST_from_CollecTRI
NPM1	ELF4	23393136	TRRUST_from_CollecTRI
CDX2	AXIN2	23393221;24501326	TRRUST_from_CollecTRI
CDX2	APC	23393221;24501326	TRRUST_from_CollecTRI
CDX2	GSK3B	23393221;24501326	TRRUST_from_CollecTRI
FOXP3	USP21	23395819	TRRUST_from_CollecTRI
SNAI1	CDH2	21796367;23403951	TRRUST_from_CollecTRI
EZH2	VDR	23424038	TRRUST_from_CollecTRI
GATA1	DICER1	23426981	TRRUST_from_CollecTRI
SALL4	ABCA3	21526180;23432194	TRRUST_from_CollecTRI
BRCA1	EGR1	20103632	TRRUST_from_CollecTRI
SP1	INPP5J	23443536	TRRUST_from_CollecTRI
SPDEF	CDH1	23449978	TRRUST_from_CollecTRI
KLF4	VEGFA	23451207;23926105	TRRUST_from_CollecTRI
AHR	IL1B	14725856;15019843;23349129;23452206	TRRUST_from_CollecTRI
KLF12	PRL	23458459	TRRUST_from_CollecTRI
STAT6	ORMDL3	23461825	TRRUST_from_CollecTRI
CREB1	LAPTM4B	23469012	TRRUST_from_CollecTRI
WT1	SNAI2	17430890;23469079	TRRUST_from_CollecTRI
MITF	PPARGC1A	23416000;23477830	TRRUST_from_CollecTRI
JUND	SOX4	23482931	TRRUST_from_CollecTRI
KLF7	SLC13A4	23485456	TRRUST_from_CollecTRI
SP1	SLC13A4	23485456	TRRUST_from_CollecTRI
ZIC2	SLC13A4	23485456	TRRUST_from_CollecTRI
TBP	LIN28B	23494474	TRRUST_from_CollecTRI
HSF4	DNASE2B	23507146	TRRUST_from_CollecTRI
SRF	MMP9	19724058;23508111	TRRUST_from_CollecTRI
MZF1	PIK3R3	23509792	TRRUST_from_CollecTRI
MTA3	CGB8	23510993	TRRUST_from_CollecTRI
MTA3	SNAI1	23510993	TRRUST_from_CollecTRI
SP1	MICB	19139882;23527639	TRRUST_from_CollecTRI
SP3	MICB	23527639	TRRUST_from_CollecTRI
GLI2	IFITM5	23530031	TRRUST_from_CollecTRI
UTF1	CDKN1B	23536577	TRRUST_from_CollecTRI
E2F1	ABCB1	23542036	TRRUST_from_CollecTRI
E2F1	CTSV	23542171	TRRUST_from_CollecTRI
RXRA	ABCB11	11387316;23546875	TRRUST_from_CollecTRI
VDR	PODXL	23548800	TRRUST_from_CollecTRI
FOXO3	MYOCD	18772130;23554919	TRRUST_from_CollecTRI
USF2	CFTR	23560079	TRRUST_from_CollecTRI
HES1	PTEN	18414037;23564767;25344626	TRRUST_from_CollecTRI
KLF10	FGFR1	23569208	TRRUST_from_CollecTRI
AR	AKR1C3	22971343;23579488;23995860	TRRUST_from_CollecTRI
GLI1	AKT1	23580656	TRRUST_from_CollecTRI
STAT3	NME1	23583378	TRRUST_from_CollecTRI
E2F4	KIFBP	23593430	TRRUST_from_CollecTRI
E2F6	KIFBP	23593430	TRRUST_from_CollecTRI
REST	STAT1	23598529	TRRUST_from_CollecTRI
KLF4	IVL	23599428	TRRUST_from_CollecTRI
STAT3	DIRAS3	23604529	TRRUST_from_CollecTRI
JUN	MMP3	1429874;14755151;15777790;23608488;8957070;9334186	TRRUST_from_CollecTRI
FOS	MMP3	20609072;23608488;8921230;8957070;9334186	TRRUST_from_CollecTRI
CTCF	IPO13	23620300	TRRUST_from_CollecTRI
EZH2	BRCA1	21406404;23624935	TRRUST_from_CollecTRI
NFIL3	TNFSF10	23630076	TRRUST_from_CollecTRI
ZEB1	EPCAM	23667256;24216980	TRRUST_from_CollecTRI
HSF1	MICA	19139882;23686482;23902341	TRRUST_from_CollecTRI
E2F4	LTBP4	23741501	TRRUST_from_CollecTRI
GATA1	LTBP4	23741501	TRRUST_from_CollecTRI
SMAD3	LTBP4	23741501	TRRUST_from_CollecTRI
SP1	LTBP4	23741501	TRRUST_from_CollecTRI
NR2F2	HEY2	23345397;23725765;23744056	TRRUST_from_CollecTRI
SP1	ABCC1	23765166;9865734	TRRUST_from_CollecTRI
DNMT1	SFRP1	23770846;24374650	TRRUST_from_CollecTRI
EZH2	CPEB1	23788032	TRRUST_from_CollecTRI
BCL6	LITAF	23795761	TRRUST_from_CollecTRI
E2F1	FZD1	20051274;23806799	TRRUST_from_CollecTRI
KLF8	MMP14	23812425	TRRUST_from_CollecTRI
YY1	MUC4	23813057	TRRUST_from_CollecTRI
DEAF1	GDF5	23825960;24861163	TRRUST_from_CollecTRI
SP1	GDF5	23825960;24861163	TRRUST_from_CollecTRI
SP3	GDF5	23825960;24861163	TRRUST_from_CollecTRI
E2F1	NELL2	23829315	TRRUST_from_CollecTRI
NFKB1	ABCG2	10342828;23838170	TRRUST_from_CollecTRI
NFKB1	BIRC5	14739605;17553314;20126979;23838170	TRRUST_from_CollecTRI
E2F1	FMN2	23839046	TRRUST_from_CollecTRI
KLF4	IL6	23846700;27413250	TRRUST_from_CollecTRI
AR	IGFBP3	20610535;23859805	TRRUST_from_CollecTRI
SP1	FBN1	23860323	TRRUST_from_CollecTRI
KLF4	CCND1	10908361;11005769;19737957;21132436;21224073;23861801;23884787	TRRUST_from_CollecTRI
RELA	BCL2L11	18223231;23874387	TRRUST_from_CollecTRI
GATA3	SLCO4C1	23874392	TRRUST_from_CollecTRI
AR	GNMT	23883094;23997240	TRRUST_from_CollecTRI
FOXP1	HIP1R	23884370	TRRUST_from_CollecTRI
GLI2	CDH1	23890107	TRRUST_from_CollecTRI
VDR	UCP1	23906633	TRRUST_from_CollecTRI
STAT1	IL1B	17386941;23922745	TRRUST_from_CollecTRI
SATB2	UPF3B	23925499	TRRUST_from_CollecTRI
EGR1	CACNA1H	22431737;23929524	TRRUST_from_CollecTRI
ZEB1	GRHL2	23814079;23943797	TRRUST_from_CollecTRI
HSF1	FUT4	23959823	TRRUST_from_CollecTRI
SP1	FUT4	23959823	TRRUST_from_CollecTRI
STAT3	LEP	18242580;19492417;23963458	TRRUST_from_CollecTRI
STAT3	MMP3	17460772;23967200	TRRUST_from_CollecTRI
SP1	SLC19A3	15217784;23989004;24525018	TRRUST_from_CollecTRI
ATF4	IL6	16931790;23990363	TRRUST_from_CollecTRI
TEAD1	NAIP	23994529	TRRUST_from_CollecTRI
AHR	MT2A	23994556	TRRUST_from_CollecTRI
KAT6A	HOXA9	22713874;23994619	TRRUST_from_CollecTRI
NKX2-1	STK11	23995788	TRRUST_from_CollecTRI
SP1	KIT	20833840;24008320;9834219	TRRUST_from_CollecTRI
ETS1	IL2	24019486;7876544;9780181	TRRUST_from_CollecTRI
TFAP2C	ECM1	17187826;24023917	TRRUST_from_CollecTRI
TFAP2A	ECM1	17187826;24023917	TRRUST_from_CollecTRI
SPI1	DAPK2	24038216	TRRUST_from_CollecTRI
RUNX3	CCND1	15930301;24042352	TRRUST_from_CollecTRI
STAT1	LCN2	24049731;24391115	TRRUST_from_CollecTRI
SALL4	HOXA9	22934838;24051379	TRRUST_from_CollecTRI
SP1	C4B_2	24056275;9574539	TRRUST_from_CollecTRI
GLI1	SOCS1	24058673	TRRUST_from_CollecTRI
GLI2	SOCS1	24058673	TRRUST_from_CollecTRI
FOXO1	FSHB	24065703;24437485	TRRUST_from_CollecTRI
NFKB1	FOXO3	19299143	TRRUST_from_CollecTRI
KLF11	COL1A2	24069400	TRRUST_from_CollecTRI
E2F4	PLK4	17531812;24071582	TRRUST_from_CollecTRI
E2F1	PLK1	18439978;24076372	TRRUST_from_CollecTRI
TP63	BAX	16007146;24117128	TRRUST_from_CollecTRI
ESR1	AR	11000528;22391641;8299561	TRRUST_from_CollecTRI
GATA3	TGFBR3	24124001	TRRUST_from_CollecTRI
HSF1	JUN	24127737	TRRUST_from_CollecTRI
GLI1	BHLHE41	24165159	TRRUST_from_CollecTRI
GLI2	BHLHE41	24165159	TRRUST_from_CollecTRI
USF1	MVP	24173679	TRRUST_from_CollecTRI
SFPQ	ADARB2	24173718	TRRUST_from_CollecTRI
KLF9	PDCD5	24173774	TRRUST_from_CollecTRI
TP53	TRIM22	15064739;24183724	TRRUST_from_CollecTRI
TP53	BCL3	12808109;24189068	TRRUST_from_CollecTRI
HNF1B	FXYD2	19389850;24204001	TRRUST_from_CollecTRI
TWIST1	KLF17	24220291	TRRUST_from_CollecTRI
CDX2	UGT1A10	15044625;15364550;24239897	TRRUST_from_CollecTRI
HNF1A	UGT1A10	15044625;15364550;24239897	TRRUST_from_CollecTRI
STAT1	PPARA	24242046	TRRUST_from_CollecTRI
STAT3	PPARA	24242046	TRRUST_from_CollecTRI
PITX2	FGF16	24253043	TRRUST_from_CollecTRI
IRF3	CXCL10	12821121;16253303;16490936;18691624;19541850;20483755;23405030;24257594	TRRUST_from_CollecTRI
WT1	CDC73	24257751	TRRUST_from_CollecTRI
FOXD3	NDRG1	24269992	TRRUST_from_CollecTRI
STAT3	CCND2	12147685;24287565	TRRUST_from_CollecTRI
NFKB1	CDK4	18425349;24296733	TRRUST_from_CollecTRI
ESR1	PLAC1	19652226;24304549	TRRUST_from_CollecTRI
NCOA3	PLAC1	24304549	TRRUST_from_CollecTRI
FOXP3	IL10	18374871;19775525;20573297;24315995	TRRUST_from_CollecTRI
SMAD3	ANGPTL4	24330518	TRRUST_from_CollecTRI
RARA	CRH	19596122;24346134	TRRUST_from_CollecTRI
HIF1A	BAX	15706354;17558861;18366759;24349374	TRRUST_from_CollecTRI
STAT3	S100A11	24376686	TRRUST_from_CollecTRI
AHR	CCND1	24380854	TRRUST_from_CollecTRI
RELA	LCN2	15536164;19707556;20220144;24391115	TRRUST_from_CollecTRI
MYCN	MXI1	24403858	TRRUST_from_CollecTRI
MXI1	MYCN	15382088	TRRUST_from_CollecTRI
SOX17	CSNK1A1	24407731	TRRUST_from_CollecTRI
SOX17	FN1	24407731	TRRUST_from_CollecTRI
SOX17	MACC1	24407731	TRRUST_from_CollecTRI
SOX17	NFAT5	24407731	TRRUST_from_CollecTRI
SOX17	SERBP1	24407731	TRRUST_from_CollecTRI
MYCN	GRHL1	24419085	TRRUST_from_CollecTRI
GATA2	AR	24423874	TRRUST_from_CollecTRI
MTA1	CDH1	18719363;24424621	TRRUST_from_CollecTRI
MTA1	SNAI1	18719363	TRRUST_from_CollecTRI
RUNX3	MYC	20442291;24447505	TRRUST_from_CollecTRI
E2F1	UHRF1	12838312;15361834;23023523;24453336	TRRUST_from_CollecTRI
AR	RELA	18386814	TRRUST_from_CollecTRI
RELA	AR	14576180;14715080;15517885;16619263;24466341	TRRUST_from_CollecTRI
DNMT1	RGS10	24475290	TRRUST_from_CollecTRI
SOX2	BMP4	24477565;29352015	TRRUST_from_CollecTRI
MYC	EBNA1BP2	22169551;24481446	TRRUST_from_CollecTRI
SFPQ	CXCL8	24507715	TRRUST_from_CollecTRI
RELA	STAT1	25040843	TRRUST_from_CollecTRI
NFKB1	MCL1	18223231;18761050;19303700;24529193	TRRUST_from_CollecTRI
WT1	CTCF	24534946	TRRUST_from_CollecTRI
CTCF	WT1	24534946	TRRUST_from_CollecTRI
MYB	HRH1	24535227	TRRUST_from_CollecTRI
NR3C1	HRH1	24535227	TRRUST_from_CollecTRI
STAT5A	HRH1	24535227	TRRUST_from_CollecTRI
DMAP1	CDKN1A	24559687	TRRUST_from_CollecTRI
LEF1	CYLD	22157808;24577083	TRRUST_from_CollecTRI
FOXM1	CDC6	24583551	TRRUST_from_CollecTRI
TP53	PIAS3	11877452;24584189	TRRUST_from_CollecTRI
SOX10	MIA	12783851;24608986	TRRUST_from_CollecTRI
JUN	RHOB	21565167;24636898	TRRUST_from_CollecTRI
GATA1	FCER1A	11971001;24639354	TRRUST_from_CollecTRI
GATA2	FCER1A	24639354	TRRUST_from_CollecTRI
GATA2	MS4A2	24639354	TRRUST_from_CollecTRI
SPI1	FCER1A	11971001;24639354	TRRUST_from_CollecTRI
CTCF	ANG	24659782	TRRUST_from_CollecTRI
MEF2D	ATM	24672010	TRRUST_from_CollecTRI
EZH2	PTEN	22956625;24719098	TRRUST_from_CollecTRI
SMAD4	BCL2	24739390	TRRUST_from_CollecTRI
FOXA2	ABCA1	24807696	TRRUST_from_CollecTRI
STAT1	PRKCE	24825907	TRRUST_from_CollecTRI
GLI1	PDGFRA	15811134;21135115;24886827	TRRUST_from_CollecTRI
E2F1	DROSHA	24909689	TRRUST_from_CollecTRI
AR	KISS1	18331266;24914937	TRRUST_from_CollecTRI
CTCF	CELSR3	25113559	TRRUST_from_CollecTRI
JUN	PENK	1491720;2512642;7477937;7935470;8632147;8931456;9147818	TRRUST_from_CollecTRI
ZBTB7A	PKM	25184678	TRRUST_from_CollecTRI
POU2F2	HBB	2302733;2853685	TRRUST_from_CollecTRI
CEBPZ	COL1A2	3733754;8910550	TRRUST_from_CollecTRI
JUN	NTS	7476995;7791794	TRRUST_from_CollecTRI
TP53	CKM	12760745;7488858;7605578;7969181;8247545;8389468;8710368;9136900;9464547;9571041;9690516	TRRUST_from_CollecTRI
JUN	DCN	7499226;8798756;8940199	TRRUST_from_CollecTRI
CREB1	FLT1	7499271	TRRUST_from_CollecTRI
MYB	CD34	7509358;7523384;8798443;9766450	TRRUST_from_CollecTRI
NFKB1	SELE	10946302;12408953;12885753;19422386;7520524;8867672;8878392	TRRUST_from_CollecTRI
SP1	OAT	2373169;7523372	TRRUST_from_CollecTRI
TFAP2A	OAT	2373169;7523372	TRRUST_from_CollecTRI
POU1F1	GHR	7529501	TRRUST_from_CollecTRI
SP1	KRT18	10094831;7537848	TRRUST_from_CollecTRI
NFKB2	SELP	7559449	TRRUST_from_CollecTRI
EGR1	MYB	7559553	TRRUST_from_CollecTRI
NFIL3	IFNG	7565758	TRRUST_from_CollecTRI
MZF1	CD34	7579328;8585946	TRRUST_from_CollecTRI
ERF	ETS2	7588608	TRRUST_from_CollecTRI
GATA4	IL5	16373364;7592673;7791790;9209438;9234684	TRRUST_from_CollecTRI
SP3	CDKN2B	10649433;7592908	TRRUST_from_CollecTRI
MYOD1	HBEGF	22641673;7629148	TRRUST_from_CollecTRI
POU2F2	HLA-DRA	7629508;9823775	TRRUST_from_CollecTRI
RARA	ICAM1	1355009;7647034;7914515	TRRUST_from_CollecTRI
ABL1	TP53	11753601;15865930	TRRUST_from_CollecTRI
HNF1A	IGFBP1	7678342;7683517;7684229;7692852;9369450	TRRUST_from_CollecTRI
ATRX	HBA2	7697714	TRRUST_from_CollecTRI
POU1F1	REN	7699993;7923608;8420924;8645191;8914017;9247737	TRRUST_from_CollecTRI
MYB	ERBB2	2577338;7721862	TRRUST_from_CollecTRI
TFDP1	PCNA	14618416;7734951	TRRUST_from_CollecTRI
